LAUS Code,State FIPS Code,County FIPS Code,County Name/State Abbreviation,Year,Labor Force,Employed,Unemployed,Unemployment Rate 
CN3803500000000,38,35,"Grand Forks County, ND",2014,"37,095","36,061","1,034",2.8
CN3803700000000,38,37,"Grant County, ND",2014,"1,301","1,265",36,2.8
CN3803900000000,38,39,"Griggs County, ND",2014,"1,189","1,161",28,2.4
CN3804100000000,38,41,"Hettinger County, ND",2014,"1,542","1,510",32,2.1
CN3804300000000,38,43,"Kidder County, ND",2014,"1,284","1,233",51,4
CN3804500000000,38,45,"LaMoure County, ND",2014,"2,266","2,211",55,2.4
CN3804700000000,38,47,"Logan County, ND",2014,932,904,28,3
CN3804900000000,38,49,"McHenry County, ND",2014,"3,314","3,175",139,4.2
CN3805100000000,38,51,"McIntosh County, ND",2014,"1,250","1,213",37,3
CN3805300000000,38,53,"McKenzie County, ND",2014,"9,219","9,079",140,1.5
CN3805500000000,38,55,"McLean County, ND",2014,"4,904","4,708",196,4
CN3805700000000,38,57,"Mercer County, ND",2014,"4,162","3,998",164,3.9
CN3805900000000,38,59,"Morton County, ND",2014,"16,008","15,483",525,3.3
CN3806100000000,38,61,"Mountrail County, ND",2014,"9,085","8,969",116,1.3
CN3806300000000,38,63,"Nelson County, ND",2014,"1,538","1,480",58,3.8
CN3806500000000,38,65,"Oliver County, ND",2014,884,828,56,6.3
CN3806700000000,38,67,"Pembina County, ND",2014,"3,614","3,411",203,5.6
CN3806900000000,38,69,"Pierce County, ND",2014,"1,811","1,734",77,4.3
CN3807100000000,38,71,"Ramsey County, ND",2014,"5,691","5,488",203,3.6
CN3807300000000,38,73,"Ransom County, ND",2014,"2,740","2,662",78,2.8
CN3807500000000,38,75,"Renville County, ND",2014,"1,412","1,375",37,2.6
CN3807700000000,38,77,"Richland County, ND",2014,"8,542","8,282",260,3
CN3807900000000,38,79,"Rolette County, ND",2014,"4,807","4,257",550,11.4
CN3808100000000,38,81,"Sargent County, ND",2014,"2,172","2,123",49,2.3
CN3808300000000,38,83,"Sheridan County, ND",2014,727,691,36,5
CN3808500000000,38,85,"Sioux County, ND",2014,"1,305","1,244",61,4.7
CN3808700000000,38,87,"Slope County, ND",2014,514,503,11,2.1
CN3808900000000,38,89,"Stark County, ND",2014,"21,393","21,046",347,1.6
CN3809100000000,38,91,"Steele County, ND",2014,"1,032","1,009",23,2.2
CN3809300000000,38,93,"Stutsman County, ND",2014,"10,469","10,179",290,2.8
CN3809500000000,38,95,"Towner County, ND",2014,"1,240","1,196",44,3.5
CN3809700000000,38,97,"Traill County, ND",2014,"4,472","4,355",117,2.6
CN3809900000000,38,99,"Walsh County, ND",2014,"5,592","5,332",260,4.6
CN3810100000000,38,101,"Ward County, ND",2014,"34,643","33,729",914,2.6
CN3810300000000,38,103,"Wells County, ND",2014,"2,201","2,104",97,4.4
CN3810500000000,38,105,"Williams County, ND",2014,"31,948","31,565",383,1.2
CN3900100000000,39,1,"Adams County, OH",2014,"10,504","9,539",965,9.2
CN3900300000000,39,3,"Allen County, OH",2014,"48,306","45,509","2,797",5.8
CN3900500000000,39,5,"Ashland County, OH",2014,"25,525","24,005","1,520",6
CN3900700000000,39,7,"Ashtabula County, OH",2014,"44,889","41,674","3,215",7.2
CN3900900000000,39,9,"Athens County, OH",2014,"27,580","25,690","1,890",6.9
CN3901100000000,39,11,"Auglaize County, OH",2014,"24,117","23,073","1,044",4.3
CN3901300000000,39,13,"Belmont County, OH",2014,"31,798","29,661","2,137",6.7
CN3901500000000,39,15,"Brown County, OH",2014,"19,667","18,201","1,466",7.5
CN3901700000000,39,17,"Butler County, OH",2014,"186,391","176,060","10,331",5.5
CN3901900000000,39,19,"Carroll County, OH",2014,"13,559","12,727",832,6.1
CN3902100000000,39,21,"Champaign County, OH",2014,"19,913","18,906","1,007",5.1
CN3902300000000,39,23,"Clark County, OH",2014,"64,917","61,162","3,755",5.8
CN3902500000000,39,25,"Clermont County, OH",2014,"102,487","96,879","5,608",5.5
CN3902700000000,39,27,"Clinton County, OH",2014,"16,930","15,628","1,302",7.7
CN3902900000000,39,29,"Columbiana County, OH",2014,"50,056","46,822","3,234",6.5
CN3903100000000,39,31,"Coshocton County, OH",2014,"15,759","14,571","1,188",7.5
CN3903300000000,39,33,"Crawford County, OH",2014,"19,566","18,253","1,313",6.7
CN3903500000000,39,35,"Cuyahoga County, OH",2014,"616,228","577,674","38,554",6.3
CN3903700000000,39,37,"Darke County, OH",2014,"26,115","24,723","1,392",5.3
CN3903900000000,39,39,"Defiance County, OH",2014,"18,936","17,897","1,039",5.5
CN3904100000000,39,41,"Delaware County, OH",2014,"100,309","96,189","4,120",4.1
CN3904300000000,39,43,"Erie County, OH",2014,"37,379","34,980","2,399",6.4
CN3904500000000,39,45,"Fairfield County, OH",2014,"74,592","70,725","3,867",5.2
CN3904700000000,39,47,"Fayette County, OH",2014,"14,123","13,277",846,6
CN3904900000000,39,49,"Franklin County, OH",2014,"646,829","615,381","31,448",4.9
CN3905100000000,39,51,"Fulton County, OH",2014,"22,344","21,027","1,317",5.9
CN3905300000000,39,53,"Gallia County, OH",2014,"12,394","11,440",954,7.7
CN3905500000000,39,55,"Geauga County, OH",2014,"49,071","46,600","2,471",5
CN3905700000000,39,57,"Greene County, OH",2014,"79,651","75,479","4,172",5.2
CN3905900000000,39,59,"Guernsey County, OH",2014,"19,073","17,791","1,282",6.7
CN3906100000000,39,61,"Hamilton County, OH",2014,"401,116","379,194","21,922",5.5
CN3906300000000,39,63,"Hancock County, OH",2014,"40,407","38,610","1,797",4.4
CN3906500000000,39,65,"Hardin County, OH",2014,"15,093","14,232",861,5.7
CN3906700000000,39,67,"Harrison County, OH",2014,"7,347","6,903",444,6
CN3906900000000,39,69,"Henry County, OH",2014,"13,736","12,849",887,6.5
CN3907100000000,39,71,"Highland County, OH",2014,"17,308","15,966","1,342",7.8
CN3907300000000,39,73,"Hocking County, OH",2014,"13,165","12,315",850,6.5
CN3907500000000,39,75,"Holmes County, OH",2014,"19,881","19,082",799,4
CN3907700000000,39,77,"Huron County, OH",2014,"27,857","25,631","2,226",8
CN3907900000000,39,79,"Jackson County, OH",2014,"13,210","12,047","1,163",8.8
CN3908100000000,39,81,"Jefferson County, OH",2014,"29,760","27,341","2,419",8.1
CN3908300000000,39,83,"Knox County, OH",2014,"31,094","29,448","1,646",5.3
CN3908500000000,39,85,"Lake County, OH",2014,"124,503","117,625","6,878",5.5
CN3908700000000,39,87,"Lawrence County, OH",2014,"25,819","24,097","1,722",6.7
CN3908900000000,39,89,"Licking County, OH",2014,"86,566","82,023","4,543",5.2
CN3909100000000,39,91,"Logan County, OH",2014,"23,063","21,905","1,158",5
CN3909300000000,39,93,"Lorain County, OH",2014,"150,377","140,685","9,692",6.4
CN3909500000000,39,95,"Lucas County, OH",2014,"208,683","195,302","13,381",6.4
CN3909700000000,39,97,"Madison County, OH",2014,"20,439","19,470",969,4.7
CN3909900000000,39,99,"Mahoning County, OH",2014,"107,872","100,635","7,237",6.7
CN3910100000000,39,101,"Marion County, OH",2014,"27,836","26,170","1,666",6
CN3910300000000,39,103,"Medina County, OH",2014,"94,951","90,152","4,799",5.1
CN3910500000000,39,105,"Meigs County, OH",2014,"9,177","8,350",827,9
CN3910700000000,39,107,"Mercer County, OH",2014,"22,636","21,774",862,3.8
CN3910900000000,39,109,"Miami County, OH",2014,"52,016","49,211","2,805",5.4
CN3911100000000,39,111,"Monroe County, OH",2014,"5,869","5,223",646,11
CN3911300000000,39,113,"Montgomery County, OH",2014,"248,835","233,561","15,274",6.1
CN3911500000000,39,115,"Morgan County, OH",2014,"6,660","6,141",519,7.8
CN3911700000000,39,117,"Morrow County, OH",2014,"16,784","15,785",999,6
CN3911900000000,39,119,"Muskingum County, OH",2014,"39,308","36,513","2,795",7.1
CN3912100000000,39,121,"Noble County, OH",2014,"5,077","4,691",386,7.6
CN3912300000000,39,123,"Ottawa County, OH",2014,"21,472","19,831","1,641",7.6
CN3912500000000,39,125,"Paulding County, OH",2014,"9,004","8,509",495,5.5
CN3912700000000,39,127,"Perry County, OH",2014,"15,800","14,635","1,165",7.4
CN3912900000000,39,129,"Pickaway County, OH",2014,"25,776","24,319","1,457",5.7
CN3913100000000,39,131,"Pike County, OH",2014,"10,492","9,541",951,9.1
CN3913300000000,39,133,"Portage County, OH",2014,"86,748","81,666","5,082",5.9
CN3913500000000,39,135,"Preble County, OH",2014,"21,115","19,910","1,205",5.7
CN3913700000000,39,137,"Putnam County, OH",2014,"18,629","17,783",846,4.5
CN3913900000000,39,139,"Richland County, OH",2014,"54,462","50,905","3,557",6.5
CN3914100000000,39,141,"Ross County, OH",2014,"33,630","31,479","2,151",6.4
CN3914300000000,39,143,"Sandusky County, OH",2014,"31,263","29,472","1,791",5.7
CN3914500000000,39,145,"Scioto County, OH",2014,"29,851","27,238","2,613",8.8
CN3914700000000,39,147,"Seneca County, OH",2014,"27,137","25,580","1,557",5.7
CN3914900000000,39,149,"Shelby County, OH",2014,"23,628","22,423","1,205",5.1
CN3915100000000,39,151,"Stark County, OH",2014,"188,082","177,175","10,907",5.8
CN3915300000000,39,153,"Summit County, OH",2014,"271,966","255,936","16,030",5.9
CN3915500000000,39,155,"Trumbull County, OH",2014,"92,514","85,804","6,710",7.3
CN3915700000000,39,157,"Tuscarawas County, OH",2014,"45,272","42,765","2,507",5.5
CN3915900000000,39,159,"Union County, OH",2014,"26,779","25,586","1,193",4.5
CN3916100000000,39,161,"Van Wert County, OH",2014,"14,390","13,689",701,4.9
CN3916300000000,39,163,"Vinton County, OH",2014,"5,509","5,068",441,8
CN3916500000000,39,165,"Warren County, OH",2014,"110,857","105,347","5,510",5
CN3916700000000,39,167,"Washington County, OH",2014,"28,202","26,399","1,803",6.4
CN3916900000000,39,169,"Wayne County, OH",2014,"59,471","56,711","2,760",4.6
CN3917100000000,39,171,"Williams County, OH",2014,"18,765","17,743","1,022",5.4
CN3917300000000,39,173,"Wood County, OH",2014,"69,096","65,497","3,599",5.2
CN3917500000000,39,175,"Wyandot County, OH",2014,"12,343","11,800",543,4.4
CN4000100000000,40,1,"Adair County, OK",2014,"8,073","7,425",648,8
CN4000300000000,40,3,"Alfalfa County, OK",2014,"3,081","3,005",76,2.5
CN4000500000000,40,5,"Atoka County, OK",2014,"4,786","4,491",295,6.2
CN4000700000000,40,7,"Beaver County, OK",2014,"3,089","3,003",86,2.8
CN4000900000000,40,9,"Beckham County, OK",2014,"12,716","12,357",359,2.8
CN4001100000000,40,11,"Blaine County, OK",2014,"4,470","4,316",154,3.4
CN4001300000000,40,13,"Bryan County, OK",2014,"17,800","16,937",863,4.8
CN4001500000000,40,15,"Caddo County, OK",2014,"11,110","10,507",603,5.4
CN4001700000000,40,17,"Canadian County, OK",2014,"65,696","63,359","2,337",3.6
CN4001900000000,40,19,"Carter County, OK",2014,"21,955","20,978",977,4.5
CN4002100000000,40,21,"Cherokee County, OK",2014,"18,470","17,353","1,117",6
CN4002300000000,40,23,"Choctaw County, OK",2014,"5,799","5,317",482,8.3
CN4002500000000,40,25,"Cimarron County, OK",2014,"1,270","1,234",36,2.8
CN4002700000000,40,27,"Cleveland County, OK",2014,"135,335","130,350","4,985",3.7
CN4002900000000,40,29,"Coal County, OK",2014,"2,293","2,138",155,6.8
CN4003100000000,40,31,"Comanche County, OK",2014,"49,160","46,860","2,300",4.7
CN4003300000000,40,33,"Cotton County, OK",2014,"2,841","2,710",131,4.6
CN4003500000000,40,35,"Craig County, OK",2014,"6,036","5,702",334,5.5
CN4003700000000,40,37,"Creek County, OK",2014,"30,876","29,335","1,541",5
CN4003900000000,40,39,"Custer County, OK",2014,"15,853","15,360",493,3.1
CN4004100000000,40,41,"Delaware County, OK",2014,"17,053","16,060",993,5.8
CN4004300000000,40,43,"Dewey County, OK",2014,"2,395","2,320",75,3.1
CN4004500000000,40,45,"Ellis County, OK",2014,"2,330","2,260",70,3
CN4004700000000,40,47,"Garfield County, OK",2014,"29,561","28,506","1,055",3.6
CN4004900000000,40,49,"Garvin County, OK",2014,"12,589","12,076",513,4.1
CN4005100000000,40,51,"Grady County, OK",2014,"25,325","24,309","1,016",4
CN4005300000000,40,53,"Grant County, OK",2014,"2,800","2,726",74,2.6
CN4005500000000,40,55,"Greer County, OK",2014,"2,026","1,932",94,4.6
CN4005700000000,40,57,"Harmon County, OK",2014,"1,274","1,223",51,4
CN4005900000000,40,59,"Harper County, OK",2014,"1,964","1,910",54,2.7
CN4006100000000,40,61,"Haskell County, OK",2014,"4,328","4,006",322,7.4
CN4006300000000,40,63,"Hughes County, OK",2014,"5,627","5,232",395,7
CN4006500000000,40,65,"Jackson County, OK",2014,"10,627","10,169",458,4.3
CN4006700000000,40,67,"Jefferson County, OK",2014,"2,575","2,456",119,4.6
CN4006900000000,40,69,"Johnston County, OK",2014,"3,621","3,367",254,7
CN4007100000000,40,71,"Kay County, OK",2014,"19,223","18,125","1,098",5.7
CN4007300000000,40,73,"Kingfisher County, OK",2014,"7,937","7,692",245,3.1
CN4007500000000,40,75,"Kiowa County, OK",2014,"4,044","3,879",165,4.1
CN4007700000000,40,77,"Latimer County, OK",2014,"3,948","3,655",293,7.4
CN4007900000000,40,79,"Le Flore County, OK",2014,"19,307","17,979","1,328",6.9
CN4008100000000,40,81,"Lincoln County, OK",2014,"15,444","14,744",700,4.5
CN4008300000000,40,83,"Logan County, OK",2014,"20,925","20,085",840,4
CN4008500000000,40,85,"Love County, OK",2014,"5,417","5,222",195,3.6
CN4008700000000,40,87,"McClain County, OK",2014,"18,062","17,395",667,3.7
CN4008900000000,40,89,"McCurtain County, OK",2014,"14,114","12,971","1,143",8.1
CN4009100000000,40,91,"McIntosh County, OK",2014,"7,019","6,371",648,9.2
CN4009300000000,40,93,"Major County, OK",2014,"4,344","4,232",112,2.6
CN4009500000000,40,95,"Marshall County, OK",2014,"6,912","6,579",333,4.8
CN4009700000000,40,97,"Mayes County, OK",2014,"18,719","17,805",914,4.9
CN4009900000000,40,99,"Murray County, OK",2014,"6,530","6,255",275,4.2
CN4010100000000,40,101,"Muskogee County, OK",2014,"29,209","27,534","1,675",5.7
CN4010300000000,40,103,"Noble County, OK",2014,"5,522","5,319",203,3.7
CN4010500000000,40,105,"Nowata County, OK",2014,"4,740","4,450",290,6.1
CN4010700000000,40,107,"Okfuskee County, OK",2014,"4,441","4,172",269,6.1
CN4010900000000,40,109,"Oklahoma County, OK",2014,"368,462","353,007","15,455",4.2
CN4011100000000,40,111,"Okmulgee County, OK",2014,"15,946","14,861","1,085",6.8
CN4011300000000,40,113,"Osage County, OK",2014,"20,906","19,832","1,074",5.1
CN4011500000000,40,115,"Ottawa County, OK",2014,"13,764","12,833",931,6.8
CN4011700000000,40,117,"Pawnee County, OK",2014,"7,284","6,897",387,5.3
CN4011900000000,40,119,"Payne County, OK",2014,"38,264","36,829","1,435",3.8
CN4012100000000,40,121,"Pittsburg County, OK",2014,"17,111","16,057","1,054",6.2
CN4012300000000,40,123,"Pontotoc County, OK",2014,"17,707","16,940",767,4.3
CN4012500000000,40,125,"Pottawatomie County, OK",2014,"32,023","30,505","1,518",4.7
CN4012700000000,40,127,"Pushmataha County, OK",2014,"4,682","4,332",350,7.5
CN4012900000000,40,129,"Roger Mills County, OK",2014,"1,789","1,739",50,2.8
CN4013100000000,40,131,"Rogers County, OK",2014,"43,576","41,741","1,835",4.2
CN4013300000000,40,133,"Seminole County, OK",2014,"9,538","8,884",654,6.9
CN4013500000000,40,135,"Sequoyah County, OK",2014,"16,634","15,493","1,141",6.9
CN4013700000000,40,137,"Stephens County, OK",2014,"20,235","19,330",905,4.5
CN4013900000000,40,139,"Texas County, OK",2014,"9,316","8,972",344,3.7
CN4014100000000,40,141,"Tillman County, OK",2014,"3,284","3,131",153,4.7
CN4014300000000,40,143,"Tulsa County, OK",2014,"310,629","297,261","13,368",4.3
CN4014500000000,40,145,"Wagoner County, OK",2014,"35,475","33,965","1,510",4.3
CN4014700000000,40,147,"Washington County, OK",2014,"24,385","23,348","1,037",4.3
CN4014900000000,40,149,"Washita County, OK",2014,"5,585","5,394",191,3.4
CN4015100000000,40,151,"Woods County, OK",2014,"5,272","5,129",143,2.7
CN4015300000000,40,153,"Woodward County, OK",2014,"10,730","10,397",333,3.1
CN4100100000000,41,1,"Baker County, OR",2014,"6,712","6,151",561,8.4
CN4100300000000,41,3,"Benton County, OR",2014,"44,326","42,076","2,250",5.1
CN4100500000000,41,5,"Clackamas County, OR",2014,"200,785","188,403","12,382",6.2
CN4100700000000,41,7,"Clatsop County, OR",2014,"18,017","16,824","1,193",6.6
CN4100900000000,41,9,"Columbia County, OR",2014,"22,375","20,487","1,888",8.4
CN4101100000000,41,11,"Coos County, OR",2014,"26,052","23,710","2,342",9
CN4101300000000,41,13,"Crook County, OR",2014,"9,012","8,126",886,9.8
CN4101500000000,41,15,"Curry County, OR",2014,"8,623","7,748",875,10.1
CN4101700000000,41,17,"Deschutes County, OR",2014,"81,015","74,734","6,281",7.8
CN4101900000000,41,19,"Douglas County, OR",2014,"44,040","39,997","4,043",9.2
CN4102100000000,41,21,"Gilliam County, OR",2014,825,758,67,8.1
CN4102300000000,41,23,"Grant County, OR",2014,"3,135","2,805",330,10.5
CN4102500000000,41,25,"Harney County, OR",2014,"3,279","2,964",315,9.6
CN4102700000000,41,27,"Hood River County, OR",2014,"13,726","12,976",750,5.5
CN4102900000000,41,29,"Jackson County, OR",2014,"96,642","88,502","8,140",8.4
CN4103100000000,41,31,"Jefferson County, OR",2014,"9,385","8,548",837,8.9
CN4103300000000,41,33,"Josephine County, OR",2014,"32,764","29,685","3,079",9.4
CN4103500000000,41,35,"Klamath County, OR",2014,"28,588","25,912","2,676",9.4
CN4103700000000,41,37,"Lake County, OR",2014,"3,492","3,156",336,9.6
CN4103900000000,41,39,"Lane County, OR",2014,"169,238","157,523","11,715",6.9
CN4104100000000,41,41,"Lincoln County, OR",2014,"20,542","18,933","1,609",7.8
CN4104300000000,41,43,"Linn County, OR",2014,"54,078","49,679","4,399",8.1
CN4104500000000,41,45,"Malheur County, OR",2014,"12,033","11,077",956,7.9
CN4104700000000,41,47,"Marion County, OR",2014,"149,244","138,214","11,030",7.4
CN4104900000000,41,49,"Morrow County, OR",2014,"5,476","5,097",379,6.9
CN4105100000000,41,51,"Multnomah County, OR",2014,"419,470","394,646","24,824",5.9
CN4105300000000,41,53,"Polk County, OR",2014,"35,504","33,075","2,429",6.8
CN4105500000000,41,55,"Sherman County, OR",2014,881,815,66,7.5
CN4105700000000,41,57,"Tillamook County, OR",2014,"11,161","10,389",772,6.9
CN4105900000000,41,59,"Umatilla County, OR",2014,"35,273","32,532","2,741",7.8
CN4106100000000,41,61,"Union County, OR",2014,"11,586","10,744",842,7.3
CN4106300000000,41,63,"Wallowa County, OR",2014,"3,208","2,887",321,10
CN4106500000000,41,65,"Wasco County, OR",2014,"13,571","12,678",893,6.6
CN4106700000000,41,67,"Washington County, OR",2014,"293,087","276,635","16,452",5.6
CN4106900000000,41,69,"Wheeler County, OR",2014,730,684,46,6.3
CN4107100000000,41,71,"Yamhill County, OR",2014,"50,016","46,784","3,232",6.5
CN4200100000000,42,1,"Adams County, PA",2014,"55,162","52,640","2,522",4.6
CN4200300000000,42,3,"Allegheny County, PA",2014,"646,988","612,400","34,588",5.3
CN4200500000000,42,5,"Armstrong County, PA",2014,"33,170","31,037","2,133",6.4
CN4200700000000,42,7,"Beaver County, PA",2014,"85,964","80,415","5,549",6.5
CN4200900000000,42,9,"Bedford County, PA",2014,"24,273","22,675","1,598",6.6
CN4201100000000,42,11,"Berks County, PA",2014,"211,120","199,560","11,560",5.5
CN4201300000000,42,13,"Blair County, PA",2014,"60,976","57,493","3,483",5.7
CN4201500000000,42,15,"Bradford County, PA",2014,"31,638","29,929","1,709",5.4
CN4201700000000,42,17,"Bucks County, PA",2014,"335,459","317,939","17,520",5.2
CN4201900000000,42,19,"Butler County, PA",2014,"97,489","92,579","4,910",5
CN4202100000000,42,21,"Cambria County, PA",2014,"63,032","58,649","4,383",7
CN4202300000000,42,23,"Cameron County, PA",2014,"2,299","2,138",161,7
CN4202500000000,42,25,"Carbon County, PA",2014,"31,611","29,377","2,234",7.1
CN4202700000000,42,27,"Centre County, PA",2014,"77,676","74,353","3,323",4.3
CN4202900000000,42,29,"Chester County, PA",2014,"274,026","262,681","11,345",4.1
